"ID","GENDER","MARITALSTATUS","NUMCHILDREN","ESTINCOME","AGE","MONTHSASCUSTOMER","LOYALTYSCHEME","LASTBILLAMOUNT","AVGMONTHLYSPEND","TOTALSPEND","SUPPORTCALLSYEAR","COMPLAINTSYEAR","COMPLAINTSMONTH","CHURN"
"10634","F","Single","0","13703","23","28","Y","89.43","89.75","2513.0","4","2","1","F"
"10635","F","Married","0","88080","72","76","N","179.38","181.59","13800.84","13","0","0","T"
"10636","F","Single","2","941517","29","88","Y","65.87","65.87","5796.56","33","2","1","T"
"10637","M","Married","2","687550","33","103","N","149.37","150.68","15520.04","5","2","1","F"
"10638","M","Married","8","45256","31","22","N","125.8","126.09","2773.98","1","0","0","F"
"10639","F","Single","0","20181","26","6","Y","106.26","106.26","637.5600000000001","3","0","0","F"
"1064","M","Single","1","50386","28","101","N","46.87","47.82","4829.82","4","0","0","F"
"10641","M","Married","1","778783","28","10","N","224.3","229.3","2293.0","10","0","0","F"
"10642","M","Married","1","63073","25","22","N","87.04","87.04","1914.88","0","0","0","F"
"10643","F","Single","1","32114","22","48","Y","180.2","180.58","8667.84","3","0","0","F"
"10645","F","Single","0","1693","30","66","Y","105.53","105.71","6976.86","8","2","1","F"
"1065","M","Single","0","78038","23","12","Y","83.2","83.2","998.4000000000001","4","0","0","F"
"10653","M","Single","1","14699","30","19","N","41.2","41.53","789.07","21","2","1","T"
"10655","M","Married","2","54420","30","116","N","179.05","180.6","20949.6","2","2","1","F"
"10658","M","Single","0","56380","28","58","Y","63.27","63.72","3695.7599999999998","36","0","0","T"
"1066","M","Single","0","9753","21","6","Y","69.48","69.48","416.88","1","2","1","F"
"10661","M","Married","1","339745","53","97","N","144.63","146.08","14169.760000000002","4","2","1","F"
"10662","M","Married","2","25186","52","17","N","83.45","85.34","1450.78","0","0","0","F"
"10663","F","Single","0","69055","24","27","Y","106.78","107.09","2891.4300000000003","3","9","5","T"
"10666","M","Married","0","30630","40","37","N","84.75","85.09","3148.33","2","2","1","F"
"10667","M","Married","1","545104","30","116","N","110.89","111.57","12942.119999999999","3","2","1","F"
"10668","F","Married","0","43598","29","22","N","122.53","123.37","2714.1400000000003","9","0","0","F"
"10669","M","Single","0","21819","19","2","Y","102.51","121.06","242.12","2","2","1","F"
"10671","F","Married","0","79824","81","86","N","142.95","142.95","12293.699999999999","0","0","0","F"
"10672","F","Single","1","78458","21","31","Y","60.72","60.72","1882.32","3","3","2","T"
"10676","F","Married","0","729759","71","3","N","89.27","98.98","296.94","3","0","0","F"
"10677","F","Married","0","60162","28","68","N","170.7","171.21","11642.28","7","8","4","T"
"10678","M","Married","0","844014","60","75","N","113.76","113.99","8549.25","1","0","0","F"
"10679","M","Married","0","28698","43","49","N","142.72","143.83","7047.670000000001","11","2","1","T"
"10680","M","Single","0","85235","30","28","N","46.05","46.47","1301.1599999999999","44","3","2","T"
"10681","M","Single","0","2173","77","31","Y","106.94","107.54","3333.7400000000002","7","6","4","T"
"10682","F","Single","8","66164","27","70","Y","69.79","70.16","4911.2","44","0","0","T"
"10684","M","Married","3","85655","43","36","N","163.6","163.6","5889.599999999999","3","2","1","F"
"10687","M","Married","1","91407","29","43","N","124.0","125.38","5391.34","0","4","2","T"
"10689","F","Single","1","31651","19","2","Y","109.89","133.89","267.78","3","4","3","T"
"1069","F","Single","2","97900","20","9","Y","80.32","80.32","722.8799999999999","3","2","0","F"
"10690","M","Married","2","9297","26","52","N","145.74","146.56","7621.12","0","0","0","F"
"10691","F","Single","1","73842","26","86","Y","103.08","103.08","8864.88","10","1","0","T"
"10692","F","Married","0","6053","44","86","N","179.1","179.1","15402.6","1","2","1","F"
"10693","F","Married","1","99915","24","26","N","113.92","113.92","2961.92","0","2","1","T"
"10695","M","Single","1","25601","19","17","Y","101.07","102.19","1737.23","0","2","1","F"
"1070","M","Single","6","30864","25","96","Y","103.5","103.88","9972.48","0","4","3","F"
"10700","F","Married","0","80805","23","12","N","112.95","114.34","1372.08","1","0","0","F"
"10702","F","Single","1","37035","25","38","Y","104.62","104.62","3975.5600000000004","1","6","3","T"
"10704","F","Married","7","10740","45","120","N","145.56","146.23","17547.6","3","2","1","F"
"10705","M","Single","0","2357","18","5","Y","85.71","85.71","428.54999999999995","0","4","2","T"
"10706","M","Single","0","69568","28","9","Y","62.66","63.01","567.09","12","0","0","T"
"10707","M","Single","4","17571","29","56","Y","64.1","65.06","3643.36","29","2","1","T"
"10708","M","Single","2","898296","23","47","Y","108.32","108.6","5104.2","0","0","0","F"
"10709","M","Married","2","48527","32","32","N","168.6","168.6","5395.2","9","0","0","F"
"10714","M","Single","0","74803","22","44","N","47.48","48.4","2129.6","0","0","0","F"
"10715","F","Married","1","70799","31","40","N","149.71","150.28","6011.2","0","8","4","T"
"10718","F","Single","1","44136","20","18","Y","104.16","104.97","1889.46","4","0","0","F"
"10719","M","Single","0","62935","29","35","Y","109.4","111.16","3890.6","0","0","0","F"
"1072","F","Single","1","406234","19","12","Y","61.6","61.84","742.08","1","0","0","F"
"10720","F","Single","0","14302","18","4","N","41.55","52.32","209.28","2","0","0","F"
"10722","M","Married","2","75783","33","97","N","142.59","143.84","13952.48","2","2","1","F"
"10724","M","Single","1","45796","18","11","Y","133.9","133.9","1472.9","0","2","1","F"
"10731","F","Single","0","971738","27","50","Y","66.32","66.86","3343.0","3","0","0","F"
"10732","M","Single","0","9444","25","73","Y","152.4","152.62","11141.26","0","2","1","F"
"10734","F","Married","0","92350","25","54","N","146.96","147.51","7965.539999999999","0","2","1","F"
"10735","M","Married","1","28858","49","109","N","143.0","144.25","15723.25","2","2","1","F"
"10736","F","Single","1","79475","29","79","Y","85.08","85.41","6747.389999999999","1","3","2","T"
"10738","F","Married","0","10492","54","32","N","143.77","145.51","4656.32","3","2","1","F"
"10739","M","Single","0","38396","23","1","Y","103.41","103.41","103.41","0","0","0","F"
"1074","M","Single","2","41157","27","54","Y","89.19","90.28","4875.12","3","0","0","F"
"10743","M","Married","0","51479","23","70","N","189.0","189.27","13248.900000000001","3","3","2","T"
"10751","F","Single","0","19395","23","3","Y","63.89","63.89","191.67000000000002","8","6","3","T"
"10752","F","Single","0","7151","19","24","Y","101.91","102.13","2451.12","3","6","4","T"
"10756","M","Single","1","66268","23","57","N","43.34","43.61","2485.77","4","0","0","F"
"10760","M","Single","0","5104","29","70","N","42.24","42.24","2956.8","3","2","1","F"
"10763","M","Single","2","88196","22","11","N","47.4","51.95","571.45","3","0","0","F"
"10765","M","Single","1","60478","23","19","Y","66.8","69.09","1312.71","2","2","1","F"
"10767","M","Married","2","720340","44","95","N","129.71","130.47","12394.65","1","0","0","F"
"10768","F","Single","0","3423","25","15","N","93.0","93.31","1399.65","4","0","0","F"
"1077","F","Single","0","77390","29","110","Y","62.89","63.05","6935.5","2","2","1","F"
"10770","M","Married","2","12281","42","18","N","116.2","119.79","2156.2200000000003","3","0","0","F"
"10771","F","Married","2","12872","28","39","N","145.1","145.94","5691.66","0","2","1","F"
"10773","M","Single","0","45768","30","40","Y","85.14","86.85","3474.0","0","2","1","F"
"10779","F","Single","1","712630","20","10","Y","69.94","69.94","699.4","4","0","0","F"
"1078","F","Married","0","89609","33","36","N","122.54","123.06","4430.16","0","1","0","F"
"10781","M","Single","0","90036","27","104","Y","75.1","75.39","7840.56","2","4","2","T"
"10783","M","Single","0","757902","29","16","N","42.97","43.11","689.76","5","2","1","F"
"10785","F","Single","0","11039","30","25","N","42.26","42.26","1056.5","1","0","0","F"
"10787","M","Married","0","83596","40","18","N","128.39","129.41","2329.38","0","0","0","F"
"10790","F","Married","1","10653","48","6","N","118.04","118.04","708.24","0","5","3","T"
"10792","F","Married","0","26327","54","80","N","146.92","147.2","11776.0","0","2","1","F"
"10794","F","Married","1","93239","49","5","N","179.8","185.65","928.25","2","0","0","F"
"10796","F","Married","7","16028","45","120","N","116.64","117.18","14061.6","0","2","1","F"
"10803","F","Married","2","87654","41","115","N","170.36","170.84","19646.600000000002","0","5","3","T"
"10804","F","Single","1","36482","30","52","N","44.76","44.76","2327.52","1","4","2","T"
"10806","M","Married","2","24700","26","15","N","120.3","120.3","1804.5","0","2","1","F"
"10807","M","Married","2","215123","26","52","N","124.17","124.65","6481.8","10","2","0","F"
"10808","M","Single","1","95171","27","41","Y","83.97","83.97","3442.77","8","0","0","F"
"10809","M","Married","9","25635","30","40","N","177.55","177.94","7117.6","0","8","4","T"
"10810","F","Married","5","29463","27","5","N","140.88","140.88","704.4","4","3","2","F"
"10811","M","Single","0","12404","28","68","N","44.95","45.46","3091.28","2","2","1","F"
"10812","M","Single","1","26886","18","3","Y","68.88","84.89","254.67000000000002","2","0","0","F"
"10814","F","Married","0","95163","68","14","N","178.19","178.19","2494.66","3","10","5","T"
"10815","M","Married","1","18590","39","111","N","211.5","212.91","23633.01","4","2","1","F"
"10816","M","Single","0","78971","30","34","Y","65.87","66.07","2246.3799999999997","5","2","1","T"
"10817","F","Married","0","8250","47","49","N","145.22","145.42","7125.579999999999","0","0","0","F"
"10818","F","Single","2","23812","18","6","N","48.05","48.05","288.29999999999995","8","2","1","F"
"10819","M","Single","0","353761","21","38","N","45.8","45.99","1747.6200000000001","30","0","0","T"
"10820","F","Single","0","31581","67","73","Y","138.8","139.28","10167.44","6","2","1","F"
"10822","M","Married","0","61521","23","32","N","119.5","120.07","3842.24","2","0","0","F"
"10823","M","Married","0","6060","53","62","N","140.22","141.19","8753.78","0","0","0","F"
"10824","F","Single","0","50457","29","52","N","46.25","46.25","2405.0","4","2","1","F"
"10826","F","Single","0","87904","19","10","Y","107.97","107.97","1079.7","14","2","1","T"
"10828","M","Married","2","48224","31","74","N","125.23","125.71","9302.539999999999","4","0","0","F"
"10829","F","Single","0","57763","23","52","N","47.85","49.05","2550.6","1","0","0","F"
"1083","F","Single","0","24022","29","30","Y","81.32","82.02","2460.6","14","0","0","T"
"10830","M","Married","0","77107","50","104","N","87.53","87.53","9103.12","0","0","0","T"
"10833","M","Married","0","26568","26","89","N","119.85","120.19","10696.91","2","2","1","F"
"10835","M","Single","0","45145","23","41","Y","106.76","106.76","4377.16","9","2","1","F"
"10836","M","Married","0","44214","55","81","N","174.64","174.64","14145.839999999998","2","2","1","F"
"10843","F","Married","0","40263","26","102","N","116.96","116.96","11929.92","1","3","2","T"
"10844","F","Single","0","49069","27","93","Y","62.92","63.78","5931.54","2","0","0","F"
"10846","M","Single","1","61084","18","5","N","45.5","45.5","227.5","0","0","0","F"
"10847","F","Single","1","46000","22","53","Y","87.82","88.55","4693.15","29","2","1","T"
"10849","M","Married","0","99741","52","78","N","85.65","86.01","6708.780000000001","2","2","1","F"
"10851","F","Single","1","98357","29","23","Y","83.3","83.3","1915.8999999999999","20","0","0","T"
"10852","F","Single","2","9610","25","48","Y","108.88","109.79","5269.92","2","2","1","F"
"10853","M","Married","0","68679","66","70","N","114.77","114.77","8033.9","3","2","1","F"
"10856","F","Married","1","71618","25","3","N","124.0","124.0","372.0","3","0","0","F"
"10858","F","Married","2","63202","30","43","N","122.9","123.91","5328.13","1","0","0","F"
"10859","M","Married","0","27293","44","3","N","175.6","190.94","572.8199999999999","0","2","1","F"
"10860","F","Single","0","38422","19","1","Y","60.83","73.79","73.79","2","0","0","F"
"10861","F","Single","1","51584","20","1","Y","68.04","80.43","80.43","4","0","0","F"
"10862","M","Single","1","28415","27","43","N","46.75","46.92","2017.5600000000002","3","9","5","T"
"10869","F","Single","2","80583","27","52","Y","83.85","84.41","4389.32","2","0","0","F"
"10874","F","Single","0","47303","26","48","N","46.06","46.06","2210.88","12","0","0","T"
"10879","F","Single","0","55424","61","48","Y","108.72","109.63","5262.24","6","3","2","T"
"10883","M","Single","2","8576","21","3","Y","106.84","122.08","366.24","0","2","1","F"
"10884","M","Single","0","56732","25","26","Y","67.22","67.76","1761.7600000000002","25","0","0","T"
"10886","F","Married","0","8282","40","57","N","123.7","124.76","7111.320000000001","0","0","0","F"
"10889","F","Single","1","305010","18","6","Y","104.46","104.46","626.76","10","0","0","F"
"10891","F","Single","0","656939","19","14","N","49.15","49.15","688.1","1","0","0","F"
"1090","F","Married","2","87119","44","92","N","128.56","129.05","11872.6","0","0","0","F"
"10902","M","Single","2","18371","21","40","Y","106.38","106.38","4255.2","0","8","4","T"
"10905","F","Single","1","34411","27","6","Y","82.09","82.09","492.54","0","0","0","F"
"10906","M","Single","0","47982","59","33","Y","103.22","104.69","3454.77","5","5","3","T"
"10909","M","Single","0","26291","18","5","Y","112.5","112.5","562.5","3","10","5","T"
"10912","M","Single","0","36312","23","32","N","47.48","47.56","1521.92","8","0","0","F"
"10914","M","Married","0","68259","51","61","N","171.65","173.14","10561.539999999999","3","2","1","F"
"10919","F","Single","0","65094","54","28","N","132.3","134.19","3757.3199999999997","2","0","0","F"
"10921","M","Single","1","17866","23","30","Y","103.9","103.9","3117.0","0","3","2","F"
"10926","M","Married","1","39800","45","111","N","196.4","196.4","21800.4","3","0","0","F"
"10930","M","Married","0","98656","27","52","N","141.72","143.05","7438.6","0","0","0","F"
"10932","M","Single","0","52738","28","82","N","41.8","42.04","3447.2799999999997","84","0","0","T"
"10933","M","Single","1","746567","29","53","N","45.49","45.84","2429.52","21","0","0","T"
"10935","F","Single","2","94091","29","3","N","42.87","50.39","151.17000000000002","10","2","1","F"
"1094","F","Single","1","991109","20","16","N","44.4","44.4","710.4","0","0","0","F"
"10941","M","Single","1","50333","27","42","Y","107.78","108.17","4543.14","0","1","0","F"
"10942","F","Single","0","66816","23","30","N","43.09","44.27","1328.1000000000001","0","3","2","F"
"10943","M","Single","0","865169","26","12","N","41.88","44.28","531.36","3","4","2","T"
"10945","F","Married","1","746006","32","48","N","81.28","82.19","3945.12","27","0","0","T"
"10947","M","Married","0","87835","64","56","N","124.84","125.07","7003.92","0","2","1","F"
"10949","F","Married","2","61839","31","69","N","174.42","174.74","12057.060000000001","0","0","0","F"
"10951","F","Single","0","79809","28","60","Y","88.6","88.6","5316.0","3","3","2","T"
"10954","F","Married","3","84884","31","35","N","83.0","83.0","2905.0","1","0","0","F"
